# Spherical harmonic coefficients for the Swarm High-latitude convection (Swarm Hi-C) model
# Produced 01 April 2026
#
# Based on Swarm convection measurements made between 2014-05 and 2025-10, inclusive, using EFI TII Cross-Track Flow Data version 0401 (https://earth.esa.int/eogateway/documents/20142/37627/swarm-EFI-TII-cross-track-flow-dataset-release-notes.pdf).
# Original file: model_v4.0FINAL_iteration_37.txt produced by Fasil Tesema, UiB
# Reference: Hatch et al. (2025), "Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry?", Annales Geophysicae (https://doi.org/10.5194/angeo-42-229-2024)
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
59 3   0.002252   0.002825  -0.003782 -0.0003768   0.006322    0.01615  -0.000408  -0.005857   0.001282  -0.001368  -0.004601     0.0014  -0.003113   0.002349   0.002468  -0.000716 -0.0002498    0.00109   0.003973  -0.001149 -0.0007143   0.002688  -0.003018   0.001155   0.002234   0.006533   0.001353  5.731e-05 -0.0002648   0.006203   0.002083   0.009148   0.001989    0.00362 -0.0009748   0.006104   0.002857    0.02979
60 0   0.003451        nan  -0.001702        nan  -0.003974        nan  -0.003944        nan   0.003885        nan     0.0033        nan -0.0008026        nan  -0.003603        nan   0.003165        nan   0.001325        nan  -0.002448        nan  -0.003996        nan   0.002309        nan  -0.002698        nan  1.921e-06        nan   0.001468        nan   0.003381        nan -0.0005697        nan   0.002962        nan
60 1  -0.002738    0.00453   0.007513  -0.001238  -0.002147  -0.001682 -0.0006413  -0.001189  -0.006311  -0.003257   0.004905   0.001506  -0.001269  -0.007943  -0.003249   0.003372   0.003304  -0.004403   0.002458  -0.001845   0.002621  0.0003196 -0.0009335 -0.0009385   0.003736  -0.002962   0.002735   0.004641  -0.004627   0.003962  -0.001866  -0.002962   0.002007   0.002161  -0.002888  -0.003678  -0.002745  0.0002616
60 2 -9.372e-06    0.01837   0.001954  -0.000253   0.001876   0.005266  -0.001151   -0.01693  -0.005604   0.001533   0.001172   0.001686  0.0008196   0.003034  -0.005608   0.001237  -0.001925  0.0009926  -0.001185   0.004997 -0.0005296  -0.001167   0.001518  -0.000756 -0.0002519  -0.005243   0.003661  -0.003819   0.001195   0.004618  0.0004652   0.004943  -0.001917  -0.004498   0.002345   0.003625  0.0001481    0.00324
60 3   0.001982  -0.001126   -0.00404 -0.0008361  -0.001172 -0.0004071   0.001235   0.001621   0.007681   0.001709 -0.0009203  -0.000167   0.002447   0.009184   0.001201 -0.0003477   0.003388   0.006612   0.002264   0.003554  0.0007434 -0.0008438   0.002992   0.001687   0.001028   0.001415  -0.006533  -0.001768  0.0006375  0.0001725  -0.001809   -0.00612 -0.0003189   0.000964  0.0005623  -0.000133 -0.0007179  0.0004668
61 0   0.002529        nan    0.01126        nan -0.0002678        nan  0.0001555        nan  -0.007708        nan   0.002593        nan -0.0004927        nan -0.0005342        nan   0.001734        nan  0.0001531        nan  -0.002541        nan  -0.001222        nan  0.0003276        nan   0.005072        nan   0.003291        nan    0.00101        nan   0.001181        nan    0.00118        nan  -0.001537        nan
61 1   0.003095  -0.003429  -0.005387   0.002048   0.005341   -0.01179 -0.0007215  -0.002821  0.0008394  -0.003876  0.0006062   0.007809  -0.002575  -0.003048   0.003426   0.003218   0.002232   0.001705   0.001878  -0.001653  -0.002758 -0.0004829   0.002197  -0.001626  -0.001035    0.01322  -0.003311   -0.00357  -0.004629   0.005018  4.273e-06   0.006203   0.003622   0.001265  0.0007038   0.001603  -0.003357    0.01665
61 2   0.004266   0.004287  -0.002614   0.002376 -0.0007423   0.001697  0.0001461  -0.001337   0.003517  0.0004746   0.002055  0.0005959    0.00212    0.01074  -0.002172   0.001399  -0.004182   0.005004   0.001266  0.0005942   0.005351 -0.0003782   0.003543  -0.002089 -0.0009844  -0.004181  -0.007923  -0.002565   6.23e-05  -0.001105  -0.002873   0.001902  -0.003137  -0.004053 -9.014e-05    0.01201   0.003252  -0.004005
61 3  -0.003888  -0.006481  -0.004441  9.747e-05   0.007885   0.008574  -0.002204   0.007872  0.0004581  0.0007119  0.0001273  -0.007634   0.004508  -0.002326  -0.004162   0.002076   0.001135 -0.0006766  -0.002881  0.0005858   0.001155  -0.001606   0.002185  -0.001369 -0.0003456   -0.01616   -0.00243 -0.0004596   -0.00546   -0.01307  -0.001734   -0.00596  -0.001373  -0.002798  0.0007293  -0.004815  -0.002147    -0.0204
62 0  -0.007914        nan   0.006673        nan  -0.009222        nan   0.001964        nan  -0.004443        nan  -0.003376        nan  0.0007237        nan   0.002533        nan  -0.002076        nan -0.0005235        nan   0.001265        nan   0.002226        nan -0.0002494        nan   0.001553        nan -5.245e-05        nan -0.0008259        nan  -0.001744        nan  0.0003748        nan  -0.001205        nan
62 1   0.003323  -0.004648     0.0092  -0.005727   0.003767  -0.005477  -0.001326   0.004078   0.001696    0.00366  -0.006209   0.003222  0.0009499   0.004834   0.002705  -0.002491  -0.003236    0.00377  -0.001251   0.001354  -0.001327  3.837e-05  0.0004779  0.0009098  -0.001995 -4.501e-05  -0.002295  -0.003058   0.003339 -1.845e-05  0.0008407  0.0008548  -0.001163  -0.001044   0.001569   0.002323   0.001084  0.0001142
62 2 -0.0003081    -0.0214  -0.001515   0.001154   0.003165   -0.01658    0.00367    0.01444   0.005127  -0.001527   0.001196  0.0007087  -0.001033  -0.001857   0.003781  -0.001633   0.001636 -0.0004342   0.000213  -0.002549  0.0003263  0.0007483  -0.001144 -0.0001404  -0.002029   0.007465  -0.003174   0.003165   0.001648  -0.004192  0.0003353  -0.002136  0.0006635   0.002229  -0.001607  -0.001835 -0.0003248  -0.001869
62 3 -0.0005051   0.001475  0.0006351   0.005356  -0.001406 -0.0007427  -0.001329  -0.000718  -0.007127  -0.002303   0.001165  0.0008105  -0.001886  -0.006296  -0.001181  0.0003351  -0.003229  -0.005817  -0.002029  -0.002443 -0.0002783  0.0004667  -0.002296  -0.001586  -0.001322  -0.002594   0.006046   0.001259  4.647e-05   0.001621   0.001883   0.003709  0.0002417 -0.0006057  -0.001316 -0.0009039  0.0005232 -0.0001781
63 0  -0.001777        nan -7.809e-05        nan  0.0006198        nan   0.002685        nan    0.00543        nan   0.000607        nan  0.0006891        nan  0.0005234        nan  -0.001116        nan  0.0002886        nan   0.001287        nan  0.0009038        nan  -0.004195        nan   -0.00455        nan   0.001417        nan -0.0006181        nan  -0.000706        nan -0.0004177        nan  0.0007444        nan
63 1  -0.001808   -0.01994   0.002731   0.002568  -0.008148  -0.002744  -0.003078   0.001777 -0.0009754   0.001325  -0.004342  -0.008533  0.0009607   0.002191  -0.002451  -0.002217  -0.001657 -0.0009591  -0.001309   0.001013   0.001721  0.0002454  -0.001586   0.001119     0.0038  -0.007472    0.00326   0.002934  0.0005417  -0.005125   0.000844  -0.003081  -0.001728 -0.0004895 -0.0009455 -0.0001351    0.00158  -0.007022
63 2  0.0004813  0.0004154   0.002595   -0.00087  -0.001145   -0.00638   -0.00103   0.001468  -0.004206  -0.002723  -0.002025  0.0009565  -0.001879  -0.008151   0.001348  -0.001081   0.003499   -0.00333 -0.0009034 -0.0006787   -0.00275  6.938e-05  -0.002323   0.000364  0.0003876   0.003313   0.006692   0.002821  0.0007354   0.001272   0.001876  0.0004022   0.001687    0.00226 -0.0004812  -0.006867  -0.001349   0.001783
63 3  8.669e-05     0.0117  -0.001974    0.00109    0.01205    0.01088  0.0007621  -0.004622  0.0005315 -0.0008862  -0.003584   0.004434  -0.003117    0.00153   0.002738  -0.001602  -0.000425   0.000185   0.001366  0.0001207 -0.0008095  0.0005198 -0.0009265    0.00109  0.0004574    0.01038   0.002484  0.0004708   0.003237    0.01058  0.0007757   0.002002  0.0005835   0.001322 -0.0002757   0.002598  0.0009591   0.008492
64 0    0.01095        nan   -0.00239        nan  0.0006765        nan   0.001809        nan   0.001871        nan   0.005624        nan -0.0002835        nan  -0.001348        nan  0.0009578        nan   -9.5e-05        nan  -0.000241        nan -0.0009077        nan  -0.002407        nan  -0.001303        nan   0.002884        nan  0.0004543        nan  0.0004314        nan -0.0003709        nan  0.0002324        nan
64 1  -0.002075   0.008995   0.007127  0.0005125  -0.004571   0.002336  0.0001589 -0.0008267  -0.003701 -0.0005718   0.002757  0.0006064 -3.496e-05   -0.00182 -0.0008719  0.0006203   0.001491  -0.001728 -3.959e-06 -0.0007268  0.0003029 -2.147e-05  -0.000534 -0.0006106   0.001523   -0.00274   0.001772   0.001671  -0.002321   0.002815  3.961e-05  0.0002544  0.0003756   0.000289 -0.0007911  -0.001052 -0.0002127 -5.644e-05
64 2    0.00142    0.04116   0.003793   0.001461  -0.004607    0.02008 -0.0003718    -0.0146  -0.003621   0.000535   0.001244  -0.007781  0.0002806  0.0005086  -0.001132  0.0008082 -0.0008437  0.0001245  0.0001506  0.0006649 -0.0001988 -0.0002841  0.0005234  0.0001562 -0.0004913 -0.0005928   0.002027  -0.002041  0.0005064  -0.002268 -0.0002773  0.0005269 -4.695e-05 -0.0005579  0.0006003  0.0004384   0.000149  0.0005246
64 3   0.005514   0.001707  -0.004394  -0.008163  -0.004509  -0.002369 -0.0004129 -0.0009541   0.003716  0.0008288 -0.0009666 -0.0008431  0.0007852   0.002729   0.000657 -6.263e-05   0.001189   0.002696   0.001219   0.001127 -6.603e-06 -0.0001539   0.001298  0.0009631   0.001431   0.001972  -0.003266 -0.0001058  4.419e-05  -0.001271  -0.001236  -0.001604 -7.914e-05  0.0001989   0.001139  0.0009633 -0.0002136  6.954e-06
65 0   0.002367        nan    0.01156        nan  -0.003351        nan  -0.001631        nan  -0.004703        nan  0.0004898        nan -0.0006005        nan -0.0002868        nan  0.0004433        nan -0.0002421        nan -0.0003337        nan   -0.00039        nan   0.001884        nan    0.00199        nan -0.0003997        nan  0.0002818        nan  0.0002357        nan   7.89e-06        nan -0.0001975        nan
65 1    0.00767    0.01378  -0.006003   0.005349   0.005811   -0.02255   0.002119   -0.00127   0.001576  -0.002346   0.002638    0.00589  0.0001017  -0.001019   0.001331  0.0009133  0.0008014  0.0002492  0.0008565 -0.0006428 -0.0006106 -6.753e-05  0.0009672 -0.0007775  -0.002896   0.005763  -0.001682  -0.001199  0.0004264   0.002078 -0.0009196   0.001221  0.0004237  6.701e-05  0.0008815 -0.0005544 -0.0004004   0.001486
65 2   0.004646   0.007132  -0.001566   0.003185  0.0009063   0.008437  0.0007505  -0.002179   0.002804   0.001661   0.001511  -0.002022    0.00107   0.002876  -6.62e-05  0.0006019  -0.001263  0.0007719  0.0003175  0.0001058  0.0007399  -2.15e-05  0.0007974 -8.095e-05  -0.002062  -0.001607  -0.003367  -0.001381   0.001926    -0.0013 -0.0007167 -0.0002416 -0.0005737 -0.0006969   0.000312   0.001842  0.0002948 -0.0004289
65 3  -0.008501   -0.02059   -0.00466  -0.001744   0.002457   0.008698  0.0006631   0.004729  0.0008019 -7.525e-05 -0.0006016  -0.001794  0.0009204 -0.0005872  -0.001324  0.0007574  0.0006503  6.932e-05 -0.0003595  -0.000289  0.0004229 -8.912e-05  4.692e-05 -0.0005616  0.0005266  -0.006999 -0.0009147 -9.698e-05  -0.002472  -0.003768  -0.000151 -0.0001067  -0.000136 -0.0003486 -4.108e-05 -0.0009102 -0.0002376  -0.001784
